date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,league,season
2025-01-28,Milan,Genoa,1,2,2.039,0.64,Serie A,2024/2025
2025-01-28,Cagliari,Bologna,0,1,0.858,1.39,Serie A,2024/2025
2025-01-30,Lecce,Inter,0,1,0.545,1.947,Serie A,2024/2025
2025-01-30,Udinese,Roma,0,0,0.747,1.468,Serie A,2024/2025
2025-01-30,Salernitana,Sassuolo,1,0,1.278,1.176,Serie A,2024/2025
2025-01-30,Torino,Bologna,1,0,1.488,1.134,Serie A,2024/2025
2025-02-04,Sassuolo,Napoli,0,1,0.54,2.195,Serie A,2024/2025
2025-02-04,Milan,Napoli,2,2,1.252,1.069,Serie A,2024/2025
2025-02-05,Torino,Cagliari,0,0,1.513,0.761,Serie A,2024/2025
2025-02-05,Atalanta,Napoli,1,0,1.21,1.26,Serie A,2024/2025
2025-02-05,Hellas Verona,Salernitana,2,0,1.426,0.959,Serie A,2024/2025
2025-02-06,Roma,Cagliari,4,1,2.421,0.668,Serie A,2024/2025
2025-02-06,Sassuolo,Torino,0,4,0.606,1.536,Serie A,2024/2025
2025-02-06,Lecce,Genoa,3,0,1.4,1.279,Serie A,2024/2025
2025-02-06,Atalanta,Lazio,3,1,1.446,0.832,Serie A,2024/2025
2025-02-06,Bologna,Lecce,4,0,1.785,0.607,Serie A,2024/2025
2025-02-11,Atalanta,Roma,1,1,1.211,0.895,Serie A,2024/2025
2025-02-11,Sassuolo,Lazio,1,1,0.647,1.61,Serie A,2024/2025
2025-02-11,Cagliari,Milan,0,3,0.785,2.074,Serie A,2024/2025
2025-02-11,Roma,Juventus,0,2,1.086,1.359,Serie A,2024/2025
2025-02-12,Milan,Hellas Verona,3,1,2.914,0.45,Serie A,2024/2025
2025-02-12,Hellas Verona,Lazio,0,1,0.705,1.607,Serie A,2024/2025
2025-02-13,Salernitana,Inter,0,3,0.452,2.553,Serie A,2024/2025
2025-02-13,Lecce,Fiorentina,0,2,0.916,1.561,Serie A,2024/2025
2025-02-13,Lazio,Genoa,0,0,1.737,0.733,Serie A,2024/2025
2025-02-13,Milan,Inter,0,1,1.269,0.982,Serie A,2024/2025
2025-02-18,Roma,Napoli,2,2,1.196,1.136,Serie A,2024/2025
2025-02-18,Udinese,Monza,0,0,1.335,0.806,Serie A,2024/2025
2025-02-18,Frosinone,Genoa,0,0,0.603,1.258,Serie A,2024/2025
2025-02-18,Genoa,Bologna,1,3,1.213,1.107,Serie A,2024/2025
2025-02-19,Empoli,Fiorentina,0,0,0.87,1.409,Serie A,2024/2025
2025-02-19,Udinese,Inter,1,2,0.647,1.815,Serie A,2024/2025
2025-02-19,Salernitana,Genoa,1,1,0.865,1.381,Serie A,2024/2025
2025-02-19,Juventus,Monza,2,0,2.251,0.693,Serie A,2024/2025
2025-02-20,Empoli,Frosinone,1,0,1.597,0.866,Serie A,2024/2025
2025-02-20,Roma,Lazio,2,1,1.235,1.004,Serie A,2024/2025
2025-02-25,Sassuolo,Genoa,1,1,0.92,1.402,Serie A,2024/2025
2025-02-27,Frosinone,Inter,1,2,0.433,2.313,Serie A,2024/2025
2025-02-27,Roma,Genoa,3,0,1.88,0.783,Serie A,2024/2025
2025-02-27,Bologna,Atalanta,1,1,1.027,1.239,Serie A,2024/2025
2025-02-27,Monza,Frosinone,1,1,1.775,0.84,Serie A,2024/2025
2025-02-27,Napoli,Monza,3,0,2.165,0.528,Serie A,2024/2025
2025-02-27,Lecce,Bologna,1,1,0.995,1.14,Serie A,2024/2025
2025-02-27,Atalanta,Inter,0,2,1.046,1.184,Serie A,2024/2025
2025-02-27,Cagliari,Hellas Verona,1,0,1.352,1.137,Serie A,2024/2025
2025-02-27,Napoli,Cagliari,4,0,2.3,0.417,Serie A,2024/2025
2025-03-04,Fiorentina,Frosinone,2,1,2.003,0.301,Serie A,2024/2025
2025-03-04,Inter,Juventus,2,0,1.302,0.744,Serie A,2024/2025
2025-03-04,Roma,Hellas Verona,5,1,2.385,0.575,Serie A,2024/2025
2025-03-04,Lecce,Torino,0,0,0.956,1.122,Serie A,2024/2025
2025-03-05,Fiorentina,Juventus,0,2,0.943,1.201,Serie A,2024/2025
2025-03-05,Lazio,Empoli,0,1,1.973,0.686,Serie A,2024/2025
2025-03-05,Torino,Milan,0,1,0.851,1.456,Serie A,2024/2025
2025-03-05,Salernitana,Cagliari,0,1,0.661,1.277,Serie A,2024/2025
2025-03-06,Atalanta,Frosinone,3,0,2.585,0.353,Serie A,2024/2025
2025-03-06,Frosinone,Sassuolo,0,1,1.204,0.97,Serie A,2024/2025
2025-03-11,Roma,Atalanta,1,2,1.093,1.012,Serie A,2024/2025
2025-03-11,Salernitana,Roma,0,3,0.762,1.899,Serie A,2024/2025
2025-03-11,Inter,Udinese,2,0,2.574,0.711,Serie A,2024/2025
2025-03-11,Roma,Salernitana,2,1,2.573,0.422,Serie A,2024/2025
2025-03-12,Salernitana,Milan,0,1,0.449,2.215,Serie A,2024/2025
2025-03-12,Inter,Genoa,3,1,2.24,0.603,Serie A,2024/2025
2025-03-12,Genoa,Hellas Verona,1,2,1.456,0.86,Serie A,2024/2025
2025-03-13,Cagliari,Roma,0,1,0.703,1.603,Serie A,2024/2025
2025-03-13,Hellas Verona,Juventus,1,4,0.63,2.152,Serie A,2024/2025
2025-03-13,Sassuolo,Bologna,0,1,0.559,1.697,Serie A,2024/2025
2025-03-18,Hellas Verona,Empoli,2,2,1.125,0.98,Serie A,2024/2025
2025-03-18,Milan,Juventus,1,1,1.336,0.903,Serie A,2024/2025
2025-03-18,Sassuolo,Roma,0,1,0.683,1.654,Serie A,2024/2025
2025-03-18,Inter,Milan,1,0,1.28,0.939,Serie A,2024/2025
2025-03-19,Hellas Verona,Lecce,1,0,1.058,1.058,Serie A,2024/2025
2025-03-19,Empoli,Monza,2,1,1.16,1.02,Serie A,2024/2025
2025-03-19,Hellas Verona,Roma,2,2,0.687,1.529,Serie A,2024/2025
2025-03-20,Fiorentina,Empoli,1,0,2.054,0.623,Serie A,2024/2025
2025-03-20,Sassuolo,Lecce,0,1,1.133,1.211,Serie A,2024/2025
2025-03-20,Lazio,Lecce,3,1,1.853,0.739,Serie A,2024/2025
2025-03-25,Fiorentina,Monza,3,0,1.818,0.638,Serie A,2024/2025
2025-03-25,Lazio,Atalanta,2,3,1.26,0.917,Serie A,2024/2025
2025-03-25,Juventus,Frosinone,2,0,2.82,0.356,Serie A,2024/2025
2025-03-25,Frosinone,Hellas Verona,1,1,0.993,1.099,Serie A,2024/2025
2025-03-25,Roma,Udinese,1,0,1.595,0.572,Serie A,2024/2025
2025-03-26,Lazio,Udinese,1,1,1.868,0.604,Serie A,2024/2025
2025-03-27,Cagliari,Frosinone,3,2,1.48,0.804,Serie A,2024/2025
2025-03-27,Fiorentina,Lazio,1,1,1.237,0.875,Serie A,2024/2025
2025-03-27,Lazio,Torino,1,2,1.591,0.593,Serie A,2024/2025
2025-03-27,Empoli,Roma,0,0,0.775,1.782,Serie A,2024/2025
2025-04-01,Bologna,Udinese,2,0,1.482,0.795,Serie A,2024/2025
2025-04-01,Cagliari,Napoli,0,3,0.634,1.792,Serie A,2024/2025
2025-04-01,Empoli,Hellas Verona,2,0,1.083,0.87,Serie A,2024/2025
2025-04-01,Milan,Lazio,1,1,1.526,0.692,Serie A,2024/2025
2025-04-01,Atalanta,Sassuolo,0,1,2.555,0.533,Serie A,2024/2025
2025-04-02,Monza,Salernitana,2,1,1.632,0.739,Serie A,2024/2025
2025-04-02,Milan,Roma,2,2,1.461,0.869,Serie A,2024/2025
2025-04-02,Torino,Sassuolo,2,1,1.935,0.695,Serie A,2024/2025
2025-04-02,Genoa,Fiorentina,0,3,0.942,1.432,Serie A,2024/2025
2025-04-03,Atalanta,Bologna,0,1,1.439,0.91,Serie A,2024/2025
2025-04-08,Lazio,Hellas Verona,1,1,1.968,0.586,Serie A,2024/2025
2025-04-08,Frosinone,Cagliari,0,1,1.107,1.138,Serie A,2024/2025
2025-04-09,Inter,Napoli,1,1,1.436,0.679,Serie A,2024/2025
2025-04-09,Roma,Monza,1,0,1.814,0.499,Serie A,2024/2025
2025-04-09,Udinese,Napoli,1,1,1.134,1.519,Serie A,2024/2025
2025-04-09,Lecce,Cagliari,2,0,1.307,1.015,Serie A,2024/2025
2025-04-09,Cagliari,Udinese,2,0,1.123,1.208,Serie A,2024/2025
2025-04-10,Cagliari,Inter,1,6,0.4,2.252,Serie A,2024/2025
2025-04-10,Sassuolo,Atalanta,1,1,0.532,1.954,Serie A,2024/2025
2025-04-10,Hellas Verona,Monza,1,2,0.914,1.061,Serie A,2024/2025
2025-04-15,Hellas Verona,Atalanta,1,9,0.601,1.839,Serie A,2024/2025
2025-04-15,Juventus,Milan,1,1,1.066,0.804,Serie A,2024/2025
2025-04-16,Inter,Torino,2,1,1.736,0.669,Serie A,2024/2025
2025-04-16,Genoa,Empoli,0,1,1.359,0.839,Serie A,2024/2025
2025-04-16,Frosinone,Juventus,2,4,0.638,2.321,Serie A,2024/2025
2025-04-17,Roma,Torino,1,1,1.513,0.853,Serie A,2024/2025
2025-04-17,Atalanta,Lecce,0,0,2.034,0.619,Serie A,2024/2025
2025-04-17,Napoli,Udinese,1,0,1.995,0.5,Serie A,2024/2025
2025-04-17,Empoli,Lecce,2,2,1.48,1.117,Serie A,2024/2025
2025-04-17,Juventus,Atalanta,2,2,1.706,0.738,Serie A,2024/2025
2025-04-22,Roma,Frosinone,5,0,2.446,0.34,Serie A,2024/2025
2025-04-23,Frosinone,Bologna,1,2,1.025,1.795,Serie A,2024/2025
2025-04-23,Sassuolo,Fiorentina,0,1,0.673,1.383,Serie A,2024/2025
2025-04-23,Fiorentina,Atalanta,1,2,1.032,1.048,Serie A,2024/2025
2025-04-23,Roma,Milan,0,0,1.031,0.957,Serie A,2024/2025
2025-04-23,Cagliari,Juventus,1,2,0.758,1.908,Serie A,2024/2025
2025-04-23,Torino,Fiorentina,1,0,1.135,0.995,Serie A,2024/2025
2025-04-23,Bologna,Lazio,2,2,1.086,1.154,Serie A,2024/2025
2025-04-24,Lecce,Lazio,0,1,0.776,1.539,Serie A,2024/2025
2025-04-24,Hellas Verona,Fiorentina,0,2,0.755,1.589,Serie A,2024/2025
2025-04-29,Atalanta,Salernitana,0,1,2.654,0.378,Serie A,2024/2025
2025-04-29,Inter,Monza,1,0,2.505,0.319,Serie A,2024/2025
2025-04-30,Frosinone,Lazio,1,1,0.482,1.999,Serie A,2024/2025
2025-04-30,Cagliari,Monza,1,0,0.98,1.001,Serie A,2024/2025
2025-04-30,Juventus,Hellas Verona,3,1,2.795,0.335,Serie A,2024/2025
2025-05-01,Juventus,Fiorentina,1,0,1.516,0.768,Serie A,2024/2025
2025-05-01,Torino,Frosinone,1,0,2.102,0.4,Serie A,2024/2025
2025-05-01,Salernitana,Udinese,0,1,0.723,1.448,Serie A,2024/2025
2025-05-01,Bologna,Salernitana,3,0,2.157,0.594,Serie A,2024/2025
2025-05-01,Bologna,Torino,1,0,1.158,1.018,Serie A,2024/2025
2025-05-06,Genoa,Roma,2,0,0.864,1.574,Serie A,2024/2025
2025-05-06,Frosinone,Monza,2,2,0.935,1.331,Serie A,2024/2025
2025-05-06,Genoa,Lazio,0,1,0.946,1.362,Serie A,2024/2025
2025-05-06,Frosinone,Torino,1,1,0.757,1.646,Serie A,2024/2025
2025-05-07,Sassuolo,Udinese,1,2,0.83,1.162,Serie A,2024/2025
2025-05-07,Genoa,Torino,2,2,1.205,1.028,Serie A,2024/2025
2025-05-07,Monza,Roma,3,0,0.857,1.398,Serie A,2024/2025
2025-05-07,Empoli,Cagliari,0,0,1.174,0.836,Serie A,2024/2025
2025-05-08,Udinese,Salernitana,0,0,1.952,0.61,Serie A,2024/2025
2025-05-08,Salernitana,Juventus,0,3,0.4,2.234,Serie A,2024/2025
